customer,state,gender,education,customer_lifetime_value,income,monthly_premium_auto,number_of_open_complaints,policy_type,vehicle_class,total_claim_amount,st,customer lifetime value,monthly premium auto,number of open complaints,total claim amount,policy type,vehicle class
QT90140,Arizona,F,Doctor,,68931,,,,,,,5332.462694,66.0,0,309.577946,Personal Auto,Four-Door Car
TO71844,Oregon,M,College,,0,,,,,,,2121.313061,67.0,1,321.6,Personal Auto,Four-Door Car
HV69023,California,F,High School or Below,,19189,,,,,,,8281.740124,108.0,0,518.4,Personal Auto,SUV
RE32481,California,F,Master,,49390,,,,,,,7835.929299,195.0,0,738.05105,Personal Auto,Luxury Car
CA79988,Oregon,M,College,,33124,,,,,,,2552.913868,67.0,0,80.119997,Personal Auto,Four-Door Car
DO48071,California,F,College,,40516,,,,,,,2795.410029,70.0,0,137.168874,Personal Auto,Two-Door Car
MW48891,Washington,F,High School or Below,,0,,,,,,,8007.399376,112.0,0,537.6,Personal Auto,Sports Car
JC37277,Oregon,M,College,,34615,,,,,,,6886.324494,87.0,0,417.6,Personal Auto,Four-Door Car
YU80673,California,F,College,,29894,,,,,,,5106.781547,72.0,4,16.510134,Personal Auto,Four-Door Car
BV69462,Oregon,F,Bachelor,,0,,,,,,,5612.375586,79.0,0,379.2,Corporate Auto,Two-Door Car
DW86238,Washington,M,High School or Below,,0,,,,,,,5658.912313,84.0,0,847.490817,Personal Auto,Four-Door Car
BQ51616,Oregon,F,High School or Below,,86732,,,,,,,7263.599744,180.0,0,204.373113,Personal Auto,Luxury SUV
XX89213,Nevada,F,Master,,68516,,,,,,,8712.157741,216.0,0,95.693949,Corporate Auto,Luxury SUV
JC96695,California,M,Doctor,,31562,,,,,,,9198.685111,115.0,0,552.0,Personal Auto,SUV
RN55306,Oregon,F,High School or Below,,0,,,,,,,5162.370678,74.0,0,582.420512,Personal Auto,Four-Door Car
WH36609,Arizona,F,Bachelor,,24477,,,,,,,6289.946999,79.0,0,379.2,Personal Auto,Four-Door Car
UO43395,Oregon,M,Master,,0,,,,,,,3649.708655,100.0,0,480.0,Personal Auto,SUV
DS32060,California,M,College,,20046,,,,,,,6766.558551,87.0,0,417.6,Personal Auto,Two-Door Car
LK51056,Arizona,M,Bachelor,,78152,,,,,,,4631.011293,114.0,0,547.2,Corporate Auto,SUV
PX71218,Arizona,M,Bachelor,,0,,,,,,,6810.52531,65.0,0,733.522405,Personal Auto,Four-Door Car
NS19456,Oregon,F,College,,36067,,,,,,,9378.634228,117.0,0,561.6,Personal Auto,Sports Car
MR60878,Oregon,F,Bachelor,,44362,,,,,,,15762.53198,66.0,0,142.113373,Corporate Auto,Four-Door Car
MB32944,Nevada,M,Master,,77350,,,,,,,2635.505781,66.0,0,316.8,Personal Auto,Four-Door Car
FE70473,Oregon,F,College,,86641,,,,,,,5741.72743,71.0,0,161.752532,Personal Auto,Two-Door Car
XB64251,Oregon,M,College,,72258,,,,,,,8414.942855,105.0,0,12.497538,Personal Auto,SUV
WI38796,Oregon,M,Bachelor,,70737,,,,,,,9123.911266,114.0,0,741.655597,Corporate Auto,SUV
KS12294,California,M,Bachelor,,0,,,,,,,15994.008,159.0,0,1410.16929,Personal Auto,SUV
US89453,California,M,College,,0,,,,,,,9022.08313,125.0,0,988.535078,Personal Auto,SUV
XK39439,California,M,College,,0,,,,,,,4759.664624,81.0,3,388.8,Personal Auto,Four-Door Car
VJ71087,Arizona,M,Bachelor,,17672,,,,,,,3993.882994,110.0,0,792.0,Personal Auto,SUV
FM54600,Washington,F,High School or Below,,0,,,,,,,18853.73945,173.0,0,1245.6,Corporate Auto,SUV
UV43859,Oregon,F,High School or Below,,47297,,,,,,,8840.193762,115.0,4,796.130111,Personal Auto,SUV
JP28293,California,F,Doctor,,57240,,,,,,,6696.903521,83.0,0,83.652384,Corporate Auto,Four-Door Car
UV48189,California,M,Bachelor,,28181,,,,,,,8476.082867,109.0,0,523.2,Personal Auto,SUV
ZA34848,Arizona,F,Bachelor,,31275,,,,,,,5205.748188,66.0,0,316.8,Personal Auto,Two-Door Car
FA57012,California,M,College,,0,,,,,,,6141.961623,182.0,0,1310.4,Special Auto,Luxury Car
GU82757,California,F,Bachelor,,63774,,,,,,,4376.363592,111.0,0,60.036683,Corporate Auto,Four-Door Car
KW12214,Oregon,M,High School or Below,,78441,,,,,,,12375.02163,103.0,0,613.866905,Personal Auto,SUV
EG97649,Oregon,F,College,,0,,,,,,,3451.10244,104.0,2,499.2,Personal Auto,SUV
YB42706,Nevada,M,College,,0,,,,,,,8107.26533,76.0,0,364.8,Corporate Auto,Two-Door Car
WV74449,Washington,F,College,,0,,,,,,,8662.048958,117.0,0,511.422666,Personal Auto,SUV
AZ77669,Oregon,M,High School or Below,,91423,,,,,,,8696.907111,109.0,1,435.796252,Personal Auto,SUV
FM25704,Oregon,M,Bachelor,,86933,,,,,,,2535.266473,63.0,0,269.563038,Corporate Auto,Two-Door Car
UR34922,California,M,Doctor,,65255,,,,,,,5633.741543,72.0,2,321.457124,Personal Auto,Four-Door Car
RA17555,Oregon,M,High School or Below,,41533,,,,,,,5176.730072,65.0,0,232.879766,Corporate Auto,Four-Door Car
AW71157,California,M,College,,50097,,,,,,,5531.723723,71.0,0,17.484679,Personal Auto,Four-Door Car
IN91592,California,F,Bachelor,,73858,,,,,,,2810.671023,72.0,3,422.59237,Personal Auto,Four-Door Car
WX37953,Oregon,F,College,,94943,,,,,,,2780.729047,69.0,0,387.545055,Personal Auto,Four-Door Car
NL85206,California,F,College,,72685,,,,,,,2572.452634,68.0,5,14.464783,Personal Auto,Four-Door Car
PR23514,California,M,College,,60184,,,,,,,7664.219255,199.0,1,161.61574,Personal Auto,Luxury SUV
XZ23352,California,F,High School or Below,,0,,,,,,,3839.746159,106.0,0,763.2,Corporate Auto,SUV
MX80067,California,M,High School or Below,,74045,,,,,,,2509.268453,64.0,0,307.2,Personal Auto,Four-Door Car
HR10835,Nevada,M,High School or Below,,52564,,,,,,,14566.09246,122.0,0,42.131925,Personal Auto,SUV
FR15942,Washington,M,Bachelor,,19098,,,,,,,3220.775528,87.0,0,417.6,Personal Auto,Two-Door Car
GX22886,Arizona,M,College,,78784,,,,,,,3199.824902,80.0,0,239.964694,Personal Auto,Four-Door Car
HQ70429,Washington,F,College,,0,,,,,,,16045.10952,65.0,0,163.046956,Personal Auto,Two-Door Car
YT84266,Oregon,M,College,,29256,,,,,,,4918.916267,63.0,0,302.4,Personal Auto,Four-Door Car
GH48715,Arizona,F,High School or Below,,77912,,,,,,,5623.757656,71.0,1,23.89816,Corporate Auto,Four-Door Car
BN46866,Oregon,M,College,,45345,,,,,,,5677.465907,72.0,0,99.039453,Personal Auto,Four-Door Car
CG94611,Oregon,M,College,,25630,,,,,,,3016.444225,86.0,0,412.8,Corporate Auto,Two-Door Car
GK94889,California,M,College,,22280,,,,,,,5279.124682,68.0,0,169.414572,Personal Auto,Four-Door Car
QN62538,Nevada,M,High School or Below,,0,,,,,,,4803.935174,69.0,0,496.8,Corporate Auto,Four-Door Car
UQ13133,Nevada,M,Master,,61567,,,,,,,2608.786334,65.0,0,39.532978,Personal Auto,Four-Door Car
DI65961,Arizona,M,High School or Below,,34644,,,,,,,7832.569008,66.0,0,316.8,Personal Auto,Four-Door Car
WQ85760,California,M,College,,26991,,,,,,,4260.33573,119.0,0,856.8,Corporate Auto,SUV
No35621,Arizona,M,Bachelor,,49746,,,,,,,2369.369299,61.0,0,624.42874,Personal Auto,Two-Door Car
IA11644,California,M,High School or Below,,0,,,,,,,20604.01627,72.0,1,723.010515,Special Auto,Two-Door Car
TV53243,Arizona,F,College,,49625,,,,,,,2652.067994,66.0,0,261.549577,Corporate Auto,Two-Door Car
WV53081,Arizona,F,College,,49308,,,,,,,2597.864075,65.0,0,150.235884,Corporate Auto,Four-Door Car
LL57541,California,F,Master,,63624,,,,,,,7712.436971,95.0,0,175.243467,Personal Auto,Four-Door Car
RP27249,Oregon,F,Master,,80358,,,,,,,4698.88415,116.0,0,443.637243,Personal Auto,SUV
OT85112,Washington,M,College,,38460,,,,,,,3403.919366,88.0,1,91.55098,Personal Auto,Four-Door Car
GV47847,California,M,High School or Below,,0,,,,,,,4355.702301,64.0,0,460.8,Personal Auto,Two-Door Car
BB48165,California,F,Bachelor,,0,,,,,,,11095.97445,101.0,0,727.2,Personal Auto,SUV
HH80006,Oregon,F,High School or Below,,0,,,,,,,3300.684961,92.0,0,711.323244,Personal Auto,Four-Door Car
TH70115,California,M,College,,34835,,,,,,,6981.081694,89.0,2,294.691896,Personal Auto,Two-Door Car
WE64781,Oregon,F,Bachelor,,93836,,,,,,,16922.12519,139.0,0,497.353106,Corporate Auto,Sports Car
KN27565,Oregon,M,Master,,34075,,,,,,,7639.670244,196.0,0,451.896687,Special Auto,Luxury SUV
LE85123,Oregon,M,Bachelor,,35624,,,,,,,19237.77089,66.0,2,227.44626,Personal Auto,Four-Door Car
QF76244,Oregon,F,Doctor,,83218,,,,,,,2915.649943,72.0,0,245.103885,Personal Auto,Four-Door Car
PU73561,Arizona,F,Bachelor,,24641,,,,,,,4196.429642,105.0,0,504.0,Personal Auto,SUV
HM38744,Oregon,M,Bachelor,,22828,,,,,,,16473.16905,106.0,0,508.8,Corporate Auto,SUV
ST59524,Oregon,M,College,,0,,,,,,,2657.570431,71.0,0,340.8,Personal Auto,Four-Door Car
EZ77297,California,M,Master,,28729,,,,,,,3267.709691,90.0,3,338.744392,Personal Auto,Four-Door Car
DR84843,Arizona,M,Bachelor,,72731,,,,,,,2584.532849,65.0,0,125.704164,Personal Auto,Four-Door Car
MV54498,California,F,College,,59932,,,,,,,5503.919257,71.0,1,116.600107,Personal Auto,Four-Door Car
EM85557,Washington,F,College,,54292,,,,,,,8021.067105,67.0,0,321.6,Personal Auto,Four-Door Car
FY73682,California,M,Bachelor,,0,,,,,,,19606.35999,194.0,0,931.2,Personal Auto,Luxury SUV
XT54610,California,F,Bachelor,,0,,,,,,,1904.000852,63.0,3,302.4,Personal Auto,Four-Door Car
CE16324,Nevada,F,College,,59414,,,,,,,7288.297591,91.0,0,340.32278,Personal Auto,Two-Door Car
KX75698,Oregon,M,High School or Below,,96587,,,,,,,5553.521059,138.0,0,749.244062,Personal Auto,SUV
UV82770,California,M,Bachelor,,0,,,,,,,11702.34819,111.0,0,532.8,Personal Auto,SUV
MX95450,Oregon,F,College,,0,,,,,,,36897.79765,133.0,0,638.4,Personal Auto,SUV
XF96605,California,M,College,,94362,,,,,,,2957.102851,74.0,0,195.405949,Personal Auto,Two-Door Car
WQ75856,Oregon,F,Bachelor,,84488,,,,,,,19643.54421,61.0,0,208.885686,Personal Auto,Four-Door Car
JG35886,California,F,College,,65085,,,,,,,4111.888285,103.0,0,480.073548,Personal Auto,Four-Door Car
XY66810,California,F,Bachelor,,0,,,,,,,15122.99194,72.0,0,518.4,Personal Auto,Two-Door Car
ON50913,California,F,College,,0,,,,,,,12807.09083,69.0,0,450.760925,Special Auto,Four-Door Car
LS59408,Arizona,M,High School or Below,,0,,,,,,,2500.241685,67.0,0,664.128009,Personal Auto,Four-Door Car
XQ14689,Nevada,M,College,,0,,,,,,,4260.709139,62.0,0,446.4,Personal Auto,Four-Door Car
QF55724,California,M,Bachelor,,60798,,,,,,,2609.533154,66.0,0,316.8,Personal Auto,Four-Door Car
FD79560,Arizona,F,High School or Below,,30761,,,,,,,10796.44832,69.0,2,331.2,Special Auto,Two-Door Car
KM18818,Arizona,F,College,,25981,,,,,,,2590.654042,65.0,0,77.54669,Personal Auto,Two-Door Car
XA28126,California,M,Bachelor,,67739,,,,,,,29199.81072,149.0,0,270.373444,Personal Auto,SUV
LJ93770,Arizona,F,Doctor,,25581,,,,,,,4194.659772,105.0,0,429.695284,Personal Auto,SUV
MK52711,California,F,High School or Below,,99759,,,,,,,10314.52484,65.0,3,74.463101,Personal Auto,Two-Door Car
AZ68184,Washington,M,High School or Below,,76514,,,,,,,9028.307862,112.0,0,573.941286,Personal Auto,SUV
NN52789,Arizona,M,Bachelor,,18375,,,,,,,3954.344534,103.0,0,535.080276,Personal Auto,Sports Car
XC68458,California,M,Bachelor,,21832,,,,,,,6089.517361,84.0,0,403.2,Personal Auto,Four-Door Car
AF49027,Arizona,F,College,,0,,,,,,,12827.42831,117.0,0,842.4,Personal Auto,Two-Door Car
PR22184,California,F,College,,95330,,,,,,,9135.291575,113.0,0,542.4,Corporate Auto,Sports Car
GM98732,California,F,College,,0,,,,,,,7902.681227,106.0,0,634.396608,Personal Auto,SUV
NP66209,California,F,College,,0,,,,,,,14827.91055,68.0,2,326.4,Personal Auto,Two-Door Car
GA46608,Oregon,M,Bachelor,,25899,,,,,,,2500.834374,63.0,0,302.4,Personal Auto,Four-Door Car
FZ79470,Arizona,F,Bachelor,,0,,,,,,,5395.346288,74.0,0,355.2,Personal Auto,Four-Door Car
KR10942,Oregon,F,Bachelor,,33201,,,,,,,2651.615963,66.0,0,314.044227,Personal Auto,Two-Door Car
AW86033,California,M,College,,18287,,,,,,,2119.894333,61.0,4,292.8,Personal Auto,Two-Door Car
LM79063,Arizona,F,Doctor,,76506,,,,,,,7155.471967,89.0,0,427.2,Personal Auto,Two-Door Car
NB30963,California,M,High School or Below,,41859,,,,,,,5994.226432,76.0,0,166.1306,Personal Auto,Two-Door Car
AO40386,Oregon,M,College,,27504,,,,,,,22647.21772,91.0,0,436.8,Personal Auto,Four-Door Car
BN74259,Arizona,M,High School or Below,,45360,,,,,,,2833.797966,73.0,0,350.4,Corporate Auto,Four-Door Car
XV69290,California,M,College,,49078,,,,,,,22332.43946,97.0,0,484.013411,Corporate Auto,Four-Door Car
RE97741,California,M,High School or Below,,0,,,,,,,5846.41534,90.0,2,648.0,Personal Auto,Four-Door Car
HN69035,Arizona,F,College,,91810,,,,,,,2867.211836,71.0,0,165.520952,Corporate Auto,Four-Door Car
SI48717,Oregon,M,College,,70600,,,,,,,14435.66453,122.0,1,636.982333,Personal Auto,SUV
PJ67250,Arizona,F,College,,33554,,,,,,,5237.477743,131.0,0,934.656068,Special Auto,SUV
SH85263,California,M,Bachelor,,77642,,,,,,,7710.912153,64.0,0,282.146354,Personal Auto,Two-Door Car
WV37081,California,M,College,,25963,,,,,,,5158.576449,66.0,0,298.954932,Personal Auto,Four-Door Car
No61408,California,F,Bachelor,,57452,,,,,,,5414.897604,136.0,1,652.8,Personal Auto,SUV
DE91458,Washington,F,Master,,0,,,,,,,2903.749709,77.0,0,491.66348,Personal Auto,Four-Door Car
EP83939,Arizona,M,High School or Below,,91416,,,,,,,5575.751228,69.0,0,109.904496,Personal Auto,Four-Door Car
IU17657,California,M,Bachelor,,22000,,,,,,,2616.409509,69.0,0,383.224514,Personal Auto,Two-Door Car
EO95166,Oregon,M,Bachelor,,41167,,,,,,,4617.838205,118.0,0,554.957693,Personal Auto,Four-Door Car
KX79225,Oregon,M,High School or Below,,0,,,,,,,20123.86854,70.0,0,504.0,Personal Auto,Four-Door Car
EZ60033,California,F,Bachelor,,0,,,,,,,3200.795405,86.0,0,412.8,Corporate Auto,Four-Door Car
KK58047,Oregon,M,College,,53944,,,,,,,8583.854913,71.0,0,340.8,Personal Auto,Two-Door Car
JW62354,Nevada,F,College,,75648,,,,,,,4349.30875,108.0,0,112.660916,Personal Auto,SUV
TT18939,California,M,Bachelor,,29414,,,,,,,4729.593583,64.0,0,71.303109,Personal Auto,Four-Door Car
IJ21010,Arizona,F,Bachelor,,48567,,,,,,,5015.009472,130.0,0,624.0,Personal Auto,SUV
PZ31902,Arizona,F,Bachelor,,69276,,,,,,,5797.604861,74.0,2,201.327931,Personal Auto,Two-Door Car
WD88540,California,M,High School or Below,,0,,,,,,,3475.07136,96.0,0,460.8,Personal Auto,Two-Door Car
IL67915,Arizona,F,College,,50117,,,,,,,8542.218196,107.0,0,462.654347,Corporate Auto,Four-Door Car
VQ76590,Arizona,M,Bachelor,,22828,,,,,,,16473.16905,106.0,0,508.8,Personal Auto,SUV
FJ60600,Oregon,F,High School or Below,,0,,,,,,,6776.353402,96.0,0,818.730215,Personal Auto,Four-Door Car
MP53132,Oregon,F,High School or Below,,0,,,,,,,9713.156737,136.0,0,979.2,Corporate Auto,SUV
XP96549,Oregon,F,High School or Below,,20868,,,,,,,4429.193391,112.0,0,537.6,Personal Auto,SUV
VC34797,California,F,Bachelor,,40921,,,,,,,2435.535995,62.0,2,10.560419,Corporate Auto,Four-Door Car
QV30663,Nevada,F,Master,,99654,,,,,,,9863.502214,121.0,0,272.788141,Personal Auto,SUV
AK90865,Oregon,F,High School or Below,,0,,,,,,,8207.858272,110.0,0,686.90827,Special Auto,Sports Car
BX51438,Arizona,M,Bachelor,,56218,,,,,,,2781.446975,72.0,2,302.942519,Personal Auto,Four-Door Car
DU38713,Arizona,F,High School or Below,,70717,,,,,,,5807.994569,72.0,0,37.28874,Personal Auto,Two-Door Car
WQ13284,California,M,College,,62989,,,,,,,8395.272249,71.0,1,319.131547,Personal Auto,Four-Door Car
JB36584,Arizona,M,Master,,41459,,,,,,,14333.92489,71.0,0,340.8,Personal Auto,Four-Door Car
WQ23548,California,F,Master,,0,,,,,,,11003.54385,102.0,1,489.6,Personal Auto,SUV
WZ98067,Oregon,M,College,,42512,,,,,,,4049.807215,105.0,1,77.479316,Personal Auto,Four-Door Car
AQ11656,Arizona,M,Bachelor,,0,,,,,,,2141.750757,61.0,0,437.040616,Personal Auto,Four-Door Car
KL14426,Nevada,F,Doctor,,83288,,,,,,,5079.843625,124.0,0,353.397699,Personal Auto,SUV
PG48617,California,M,High School or Below,,46267,,,,,,,2895.522489,72.0,0,231.969205,Personal Auto,Four-Door Car
QB24570,Oregon,F,Master,,0,,,,,,,9031.214859,122.0,0,650.52179,Corporate Auto,Sports Car
NI68379,Oregon,M,Master,,74424,,,,,,,6554.390004,81.0,0,388.8,Personal Auto,Four-Door Car
RS92763,Oregon,F,College,,0,,,,,,,7487.744636,72.0,0,693.084662,Personal Auto,Four-Door Car
PA75237,Nevada,M,Doctor,,58883,,,,,,,15118.89548,62.0,0,432.480275,Corporate Auto,Two-Door Car
LR35392,Oregon,M,High School or Below,,41539,,,,,,,9007.431501,116.0,0,556.8,Personal Auto,Four-Door Car
KC22636,California,F,High School or Below,,33881,,,,,,,5488.931031,68.0,0,65.659137,Personal Auto,Four-Door Car
IJ98317,California,F,Bachelor,,86448,,,,,,,7234.142952,90.0,0,59.853369,Personal Auto,Four-Door Car
DY49235,Arizona,F,College,,25237,,,,,,,5205.751205,69.0,0,378.345883,Personal Auto,Four-Door Car
EG94409,Nevada,F,High School or Below,,0,,,,,,,4697.152892,67.0,0,482.4,Special Auto,Four-Door Car
GB59748,Arizona,F,College,,49419,,,,,,,6207.171358,77.0,0,203.296071,Personal Auto,Four-Door Car
MP68135,Oregon,M,College,,90414,,,,,,,6615.815683,83.0,1,398.4,Personal Auto,Four-Door Car
CZ56843,California,M,College,,39930,,,,,,,9708.504642,86.0,1,412.8,Personal Auto,Four-Door Car
DJ47372,California,M,Doctor,,23202,,,,,,,10831.13004,96.0,0,460.8,Personal Auto,Four-Door Car
XZ51937,California,F,Master,,79487,,,,,,,4626.801093,114.0,0,547.2,Personal Auto,SUV
IZ27630,Oregon,M,Master,,68423,,,,,,,6748.231188,85.0,0,324.413656,Personal Auto,Two-Door Car
IM14119,Arizona,F,Bachelor,,84495,,,,,,,2542.06388,63.0,0,302.4,Special Auto,Two-Door Car
PN53766,California,M,Doctor,,43091,,,,,,,5450.394878,69.0,1,330.138332,Corporate Auto,Four-Door Car
DQ93036,Arizona,M,High School or Below,,41951,,,,,,,7243.865476,91.0,0,40.536151,Personal Auto,Four-Door Car
WA70405,Nevada,M,College,,89834,,,,,,,8306.550901,105.0,0,504.0,Personal Auto,SUV
NF51705,Nevada,M,High School or Below,,92157,,,,,,,2734.514945,69.0,0,270.381385,Corporate Auto,Two-Door Car
LR37068,Oregon,F,College,,35773,,,,,,,11030.66148,93.0,0,446.4,Personal Auto,Four-Door Car
EC18611,Nevada,M,High School or Below,,0,,,,,,,3402.39442,99.0,0,475.2,Personal Auto,Two-Door Car
NP88319,Oregon,F,High School or Below,,15850,,,,,,,6945.016955,61.0,0,314.528138,Corporate Auto,Two-Door Car
AA11235,Nevada,F,Bachelor,,11167,,,,,,,2568.843396,73.0,3,350.4,Personal Auto,Two-Door Car
DL55489,Oregon,M,High School or Below,,21195,,,,,,,5764.648599,72.0,0,345.6,Corporate Auto,Four-Door Car
UU53919,Oregon,F,Master,,27430,,,,,,,5403.546122,68.0,0,184.955105,Personal Auto,Two-Door Car
JI11950,California,F,High School or Below,,0,,,,,,,4899.231772,63.0,0,302.4,Personal Auto,Two-Door Car
QB82117,Oregon,M,High School or Below,,0,,,,,,,9048.983447,119.0,0,571.2,Personal Auto,Sports Car
MR33456,Washington,M,High School or Below,,59839,,,,,,,8093.898245,107.0,2,513.6,Personal Auto,SUV
YN17362,California,M,College,,0,,,,,,,2496.766693,73.0,0,350.4,Corporate Auto,Two-Door Car
UR73910,California,M,College,,38166,,,,,,,2602.24525,67.0,1,236.842746,Corporate Auto,Four-Door Car
KG63751,Washington,M,High School or Below,,0,,,,,,,6751.437153,95.0,0,456.0,Personal Auto,Four-Door Car
NK39001,Oregon,F,Bachelor,,13457,,,,,,,3621.68883,94.0,0,285.825083,Personal Auto,Two-Door Car
HR85493,California,M,College,,0,,,,,,,6896.088021,68.0,0,326.4,Personal Auto,Two-Door Car
QC50643,California,F,Bachelor,,52721,,,,,,,5438.696611,136.0,0,550.127548,Personal Auto,SUV
LO90345,Oregon,F,College,,22012,,,,,,,14472.583,185.0,0,75.698305,Corporate Auto,Luxury SUV
WK64739,Arizona,F,Bachelor,,19864,,,,,,,2359.423599,63.0,0,352.394515,Corporate Auto,Four-Door Car
QK88438,Arizona,F,College,,55289,,,,,,,5323.267311,67.0,0,134.124254,Personal Auto,Four-Door Car
QX42433,California,M,College,,30449,,,,,,,7390.903278,92.0,0,501.092992,Personal Auto,Four-Door Car
BH52611,California,F,Bachelor,,27362,,,,,,,11447.5071,144.0,0,422.78411,Personal Auto,SUV
SA77508,Oregon,F,High School or Below,,29460,,,,,,,5754.853121,72.0,0,29.303915,Personal Auto,Four-Door Car
HD99234,Oregon,F,College,,0,,,,,,,10244.2435,94.0,0,451.2,Personal Auto,Four-Door Car
DE37110,California,M,Master,,42532,,,,,,,4645.569555,118.0,0,200.641734,Personal Auto,Sports Car
DJ93289,California,F,High School or Below,,66707,,,,,,,4887.344366,61.0,0,71.980757,Personal Auto,Two-Door Car
AC40767,Washington,M,Bachelor,,68041,,,,,,,2497.808174,64.0,0,165.570243,Personal Auto,Two-Door Car
GA79817,Arizona,M,Bachelor,,0,,,,,,,2369.111588,65.0,0,468.0,Corporate Auto,Four-Door Car
QH62059,California,M,Bachelor,,0,,,,,,,4490.597249,64.0,1,307.2,Personal Auto,Four-Door Car
ZS35053,Arizona,M,High School or Below,,40968,,,,,,,3719.247732,97.0,1,465.6,Personal Auto,Four-Door Car
II37804,Nevada,M,Bachelor,,39913,,,,,,,4198.030023,106.0,0,344.765129,Personal Auto,SUV
GE63585,California,M,Bachelor,,31710,,,,,,,2420.711888,62.0,0,199.551735,Corporate Auto,Two-Door Car
UV86903,California,F,Bachelor,,0,,,,,,,4462.997006,73.0,3,350.4,Personal Auto,Two-Door Car
JL71713,California,F,Bachelor,,89113,,,,,,,6291.655714,78.0,0,219.362643,Personal Auto,Four-Door Car
DO60145,Arizona,M,College,,0,,,,,,,4270.034394,122.0,0,725.870693,Personal Auto,SUV
FC59209,California,F,Bachelor,,0,,,,,,,2460.665175,67.0,0,321.6,Personal Auto,Four-Door Car
XQ74827,Arizona,F,High School or Below,,38688,,,,,,,19435.62924,249.0,0,2294.631639,Special Auto,Luxury Car
EY13576,Oregon,F,College,,0,,,,,,,7374.077921,110.0,4,528.0,Personal Auto,SUV
US82810,California,F,Bachelor,,0,,,,,,,18269.53692,127.0,0,609.6,Corporate Auto,SUV
RC61383,Oregon,M,High School or Below,,28014,,,,,,,11925.71535,104.0,0,631.594469,Personal Auto,SUV
PO80505,Nevada,F,College,,14170,,,,,,,4223.274671,109.0,0,523.2,Personal Auto,SUV
MD17521,Oregon,M,High School or Below,,64825,,,,,,,10298.38586,129.0,0,359.484342,Personal Auto,SUV
YV93921,California,M,Bachelor,,77357,,,,,,,5229.741907,67.0,0,29.884537,Personal Auto,Four-Door Car
JP64518,Nevada,M,Bachelor,,21629,,,,,,,2402.81597,62.0,0,298.626189,Corporate Auto,Two-Door Car
OI98135,Washington,M,High School or Below,,25927,,,,,,,3933.813993,103.0,0,674.973614,Personal Auto,SUV
XS97845,Oregon,M,College,,44388,,,,,,,4299.838835,113.0,1,496.843023,Personal Auto,Four-Door Car
DL20327,Oregon,F,College,,54539,,,,,,,7635.554626,63.0,0,287.453171,Personal Auto,Four-Door Car
GD86131,California,F,College,,17576,,,,,,,2722.210707,71.0,0,398.502948,Corporate Auto,Four-Door Car
ID21061,Arizona,F,Master,,84629,,,,,,,7291.599536,90.0,0,411.671832,Personal Auto,Four-Door Car
EN65835,Arizona,F,Bachelor,,24964,,,,,,,58753.88046,185.0,0,888.0,Personal Auto,SUV
BE65350,Oregon,F,High School or Below,,43573,,,,,,,5261.037541,66.0,0,409.684798,Personal Auto,Two-Door Car
GI82721,Arizona,F,College,,0,,,,,,,16938.29858,69.0,0,340.780156,Corporate Auto,Four-Door Car
YR84813,Oregon,M,College,,0,,,,,,,10575.94816,105.0,0,756.0,Special Auto,Four-Door Car
JZ28301,Oregon,F,College,,35011,,,,,,,5552.331515,70.0,0,215.728468,Personal Auto,Four-Door Car
HL40930,Oregon,M,Bachelor,,63651,,,,,,,7150.225367,92.0,0,224.711836,Personal Auto,Four-Door Car
HL33607,Washington,M,College,,83846,,,,,,,8717.049833,74.0,3,355.2,Personal Auto,Four-Door Car
WU21638,California,M,Bachelor,,0,,,,,,,6847.588918,191.0,0,1317.008182,Personal Auto,Luxury SUV
AG32304,Nevada,F,College,,39133,,,,,,,5418.726537,67.0,0,90.524457,Personal Auto,Four-Door Car
JX26859,California,M,Doctor,,31278,,,,,,,3528.044252,92.0,4,441.6,Personal Auto,Two-Door Car
KC75958,California,F,High School or Below,,0,,,,,,,16468.22079,63.0,0,685.12694,Personal Auto,Four-Door Car
ZV32968,Oregon,M,High School or Below,,44788,,,,,,,7285.030983,61.0,0,386.031248,Personal Auto,Four-Door Car
GU45597,Oregon,F,Bachelor,,0,,,,,,,16963.83934,117.0,0,561.6,Corporate Auto,SUV
SO95845,California,F,College,,62447,,,,,,,5807.659307,74.0,0,133.977857,Personal Auto,Two-Door Car
GL32197,Oregon,M,College,,31475,,,,,,,5068.264582,64.0,1,22.962412,Personal Auto,Four-Door Car
SC11374,Nevada,F,College,,80780,,,,,,,8797.829644,109.0,0,3.55,Corporate Auto,SUV
RT29777,Oregon,F,Bachelor,,88613,,,,,,,4439.900652,111.0,0,359.36848,Personal Auto,SUV
OB73235,California,M,College,,45949,,,,,,,2404.459452,62.0,0,110.556062,Corporate Auto,Two-Door Car
MV41462,Arizona,F,Bachelor,,35596,,,,,,,5066.634057,64.0,0,307.2,Personal Auto,Two-Door Car
FM67585,California,M,High School or Below,,76875,,,,,,,5890.528762,73.0,0,17.375878,Personal Auto,Four-Door Car
KG57925,California,M,Bachelor,,41842,,,,,,,2410.498573,61.0,0,292.8,Corporate Auto,Two-Door Car
IY24560,California,M,Bachelor,,28884,,,,,,,5288.240125,72.0,1,518.4,Corporate Auto,Four-Door Car
BV33510,Arizona,F,High School or Below,,24631,,,,,,,26413.54751,83.0,1,398.4,Personal Auto,Four-Door Car
XA77673,Nevada,F,College,,0,,,,,,,16236.47626,74.0,2,680.753091,Personal Auto,Four-Door Car
